age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Local-gov,339681,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1,0,2,United-States,<=50K
1,Private,604045,Bachelors,13,Never-married,Sales,,White,Male,4,0,2,United-States,>50K
0,Private,228608,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,2,Cambodia,<=50K
1,Private,171327,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,103700,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,163346,HS-grad,9,Widowed,Machine-op-inspct,,White,Female,0,0,1,United-States,<=50K
3,Private,180522,Some-college,10,Never-married,Handlers-cleaners,,White,Male,0,0,2,United-States,<=50K
1,Private,285657,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,239864,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,148995,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
0,Private,172402,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,180497,Assoc-acdm,12,Divorced,Other-service,,White,Female,0,0,3,United-States,<=50K
2,State-gov,182254,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,,113913,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,3,United-States,<=50K
4,Local-gov,153914,HS-grad,9,Widowed,Adm-clerical,,White,Female,0,0,1,United-States,<=50K
3,Private,116338,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,1,3,United-States,<=50K
0,,78374,HS-grad,9,Never-married,,Other-relative,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
3,Private,186224,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,226789,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,378104,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,342642,Masters,14,Never-married,Exec-managerial,,White,Male,0,0,0,United-States,<=50K
4,Private,190384,HS-grad,9,Never-married,Adm-clerical,,Black,Female,0,0,2,United-States,<=50K
0,Private,116489,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,3,United-States,<=50K
0,Private,209483,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,3,United-States,<=50K
4,Private,105384,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,203180,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,135162,1st-4th,2,Married-spouse-absent,Adm-clerical,,White,Male,0,0,2,,<=50K
2,Private,280966,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,>50K
0,Self-emp-inc,29582,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,3,United-States,<=50K
0,Private,378546,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,184655,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,3,United-States,<=50K
3,State-gov,142856,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
4,Private,154368,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,116409,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,141876,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,1,0,2,United-States,>50K
3,Self-emp-not-inc,122206,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Self-emp-not-inc,291414,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
1,Private,335569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,164574,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,220589,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Federal-gov,277420,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,Puerto-Rico,>50K
1,Private,535978,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,,386261,Bachelors,13,Married-spouse-absent,,Unmarried,Black,Female,0,0,0,United-States,<=50K
2,,204668,Assoc-voc,11,Separated,,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,469572,Some-college,10,Never-married,Prof-specialty,,White,Male,3,0,2,United-States,>50K
4,Private,192305,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,268952,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,323798,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,>50K
4,Self-emp-inc,107850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
0,Private,161245,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,265579,Some-college,10,Widowed,Exec-managerial,,White,Female,1,0,2,United-States,<=50K
0,State-gov,112432,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,193246,HS-grad,9,Never-married,Exec-managerial,,White,Male,0,0,3,France,<=50K
3,Private,257126,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,190143,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,204516,10th,6,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
2,Private,34146,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
1,Self-emp-inc,127651,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,4,United-States,>50K
2,Local-gov,244341,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,169683,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
4,,84390,Assoc-voc,11,Married-spouse-absent,,,White,Female,0,0,1,United-States,<=50K
2,Private,280570,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,278632,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,118401,Some-college,10,Never-married,Other-service,,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,245361,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,258579,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,1,United-States,>50K
4,Private,189721,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Italy,>50K
1,Private,82623,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,213412,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,150533,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,3,2,United-States,>50K
2,Self-emp-not-inc,175674,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,137616,9th,5,Never-married,Sales,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Private,175266,Some-college,10,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
2,Private,187748,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,110916,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,145649,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,1,United-States,<=50K
3,Private,59287,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,142769,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,116372,Bachelors,13,Never-married,Exec-managerial,,White,Female,0,0,3,United-States,<=50K
3,Private,138370,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,2,2,China,<=50K
4,Self-emp-inc,325373,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,145114,HS-grad,9,Divorced,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
0,Private,174592,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,147269,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,,<=50K
1,Self-emp-not-inc,169460,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,93169,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,226296,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
2,,102541,Assoc-voc,11,Married-civ-spouse,,Wife,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
0,Private,189017,Bachelors,13,Never-married,Sales,,White,Male,0,0,3,United-States,<=50K
2,Private,191547,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
0,Private,284317,Bachelors,13,Never-married,Sales,,White,Female,0,0,2,United-States,<=50K
0,Private,95989,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
3,Private,31267,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,,285177,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,175856,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,206199,HS-grad,9,Never-married,Craft-repair,,Black,Male,0,0,2,United-States,<=50K
1,Private,170769,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,>50K
0,Private,128061,HS-grad,9,Never-married,Other-service,Own-child,White,Female,1,0,0,United-States,<=50K
3,Private,246396,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Mexico,<=50K
1,Private,216741,HS-grad,9,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
2,Local-gov,343079,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2,0,United-States,<=50K
1,Private,187589,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,109195,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,208109,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,<=50K
3,State-gov,261839,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,112271,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
3,Self-emp-not-inc,121548,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,71351,1st-4th,2,Never-married,Other-service,Other-relative,White,Male,0,0,1,El-Salvador,<=50K
1,Private,289147,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,182342,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
1,Private,229636,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,2,Mexico,<=50K
1,Private,147821,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,2,,<=50K
2,Private,149823,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,152231,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,120074,HS-grad,9,Divorced,Handlers-cleaners,,White,Male,0,0,2,United-States,<=50K
0,Private,206546,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
3,Private,88564,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,26009,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
4,Self-emp-inc,159691,Some-college,10,Divorced,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
1,Private,140092,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Self-emp-not-inc,135304,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,1,United-States,<=50K
3,Self-emp-not-inc,237868,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,0,United-States,<=50K
1,Private,196491,Bachelors,13,Never-married,Sales,,White,Male,0,0,3,United-States,<=50K
4,Private,190748,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
4,Private,390856,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,Mexico,<=50K
2,Private,288829,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,3,2,United-States,>50K
4,Self-emp-not-inc,52144,Some-college,10,Widowed,Exec-managerial,,White,Male,0,0,1,United-States,<=50K
0,Private,64292,Some-college,10,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
0,Private,267594,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,148015,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,4,0,2,United-States,>50K
2,Private,191149,HS-grad,9,Divorced,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
1,Private,144949,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,4,2,United-States,>50K
3,Private,128272,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Local-gov,102130,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Federal-gov,393728,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,635913,Bachelors,13,Never-married,Exec-managerial,,Black,Male,0,0,3,United-States,>50K
4,Self-emp-inc,183870,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,2,United-States,<=50K
4,Private,213720,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,128392,Bachelors,13,Divorced,Exec-managerial,,White,Male,2,0,2,United-States,>50K
2,Private,348796,Bachelors,13,Divorced,Other-service,,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,113364,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,199900,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,165866,Assoc-voc,11,Never-married,Farming-fishing,,White,Male,0,0,0,United-States,<=50K
0,Private,100321,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,50490,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,155489,Some-college,10,Divorced,Prof-specialty,,White,Male,0,0,2,United-States,>50K
1,Private,113987,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,174717,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Private,162189,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,1,0,2,Peru,<=50K
4,,45817,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,109815,Some-college,10,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,155293,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Private,112494,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,49298,HS-grad,9,Divorced,Sales,,White,Male,0,0,3,United-States,<=50K
4,Private,78020,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Private,99185,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,2,United-States,>50K
2,Self-emp-inc,34266,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,144522,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,El-Salvador,<=50K
1,Self-emp-not-inc,62165,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,2,,<=50K
1,Private,93056,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,162236,Bachelors,13,Never-married,Craft-repair,,White,Female,0,0,2,United-States,<=50K
4,Private,71751,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,4,United-States,>50K
1,Private,341187,7th-8th,4,Separated,Transport-moving,,White,Male,0,0,1,United-States,<=50K
1,Private,348690,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,173938,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,,<=50K
3,Self-emp-inc,260938,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,219546,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,1,0,3,United-States,<=50K
2,Private,135289,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
2,Private,242391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
1,Private,59068,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,204648,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,275466,10th,6,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,2,United-States,<=50K
2,Private,99065,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,2,Poland,>50K
0,Private,284652,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,50879,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,312667,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,132078,Bachelors,13,Never-married,Prof-specialty,,White,Female,0,0,2,United-States,<=50K
0,Private,116528,Some-college,10,Never-married,Craft-repair,,White,Male,0,0,1,United-States,<=50K
0,Private,292055,Assoc-voc,11,Never-married,Sales,,White,Female,0,0,2,United-States,<=50K
1,Private,153614,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
0,Private,129024,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
4,Private,143175,Some-college,10,Widowed,Sales,Other-relative,White,Female,0,0,2,United-States,<=50K
0,Private,157599,Some-college,10,Never-married,Other-service,,White,Female,0,0,1,United-States,<=50K
3,Private,27898,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
2,Private,139743,HS-grad,9,Separated,Adm-clerical,,White,Female,0,0,0,United-States,<=50K
1,Private,332975,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
3,Local-gov,114459,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,United-States,>50K
0,,285775,Bachelors,13,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
2,State-gov,227734,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,<=50K
1,Private,185063,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,126754,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
0,Private,178207,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
3,Self-emp-not-inc,114117,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
4,,231604,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,2,Germany,<=50K
2,,28160,HS-grad,9,Divorced,,,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,199753,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,367819,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,United-States,>50K
2,Local-gov,96102,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2,2,United-States,>50K
2,Private,185099,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Private,213849,HS-grad,9,Divorced,Sales,,White,Female,0,0,2,United-States,<=50K
2,Private,186145,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,>50K
2,Local-gov,241998,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,3,United-States,<=50K
0,Private,127647,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Private,184454,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,>50K
1,Private,234664,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-not-inc,119199,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,>50K
0,Private,405281,Some-college,10,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
1,Private,302626,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,State-gov,576645,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,238680,Some-college,10,Never-married,Sales,,Black,Male,0,0,3,Outlying-US(Guam-USVI-etc),<=50K
1,Private,114955,Assoc-acdm,12,Divorced,Machine-op-inspct,,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,411604,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,Mexico,<=50K
0,,398480,Some-college,10,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
4,Private,28334,Masters,14,Divorced,Exec-managerial,,White,Female,0,0,2,United-States,>50K
4,Private,237691,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Mexico,<=50K
4,Private,116637,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,204984,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,2,United-States,<=50K
4,Private,216851,HS-grad,9,Never-married,Machine-op-inspct,,White,Male,0,0,2,United-States,<=50K
0,Local-gov,210029,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,211355,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,30682,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
1,Private,212578,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,<=50K
1,Private,239071,Bachelors,13,Never-married,Machine-op-inspct,,White,Male,0,0,3,United-States,<=50K
3,State-gov,108890,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,1,0,2,United-States,<=50K
4,Private,117909,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,United-States,>50K
0,,210652,HS-grad,9,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,227602,HS-grad,9,Divorced,Sales,,White,Female,0,0,2,Mexico,<=50K
3,Self-emp-not-inc,182689,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,1,United-States,>50K
1,Private,166235,Some-college,10,Never-married,Machine-op-inspct,,Black,Female,0,0,1,United-States,<=50K
3,State-gov,31650,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,222182,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,285066,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,193787,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,<=50K
0,,305466,Some-college,10,Never-married,,Own-child,White,Male,0,0,4,United-States,<=50K
2,Self-emp-not-inc,109684,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,291407,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,94090,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,123253,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
4,Private,83601,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,335183,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,>50K
0,Private,190709,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
4,Private,106748,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,4,United-States,<=50K
2,Private,91209,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,137645,Bachelors,13,Never-married,Sales,,Black,Female,0,1,2,United-States,<=50K
3,Private,30457,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,214521,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,<=50K
2,Self-emp-not-inc,144218,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,248406,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,90017,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Portugal,<=50K
2,Private,253759,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,State-gov,87205,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Federal-gov,472166,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,2,United-States,<=50K
